Item_No,Material_Class,Composition_Formula,Hydrogen_Weight_Percent,Heat_of_Formation_kJperMolH2,Temperature_oC,Pressure_Atmospheres_Absolute,Author_Year,Reference_Number,Comment1,Comment2,Comment3,Original_Composition_Formula
1713,Mg,Mg1Ti0.29Cu0.39,2.8,-15.2,220.0,1.0,"Reilly, 1974",491.0,,,,MgTi.29Cu.39
1715,Mg,Mg1Ti0.39Cu0.29,3.8,-20.8,350.0,7.0,"Reilly, 1976",490.0,,,,MgTi.39Cu.29 (M)
1716,Mg,Mg1Ti0.39Mn0.23,1.7,-24.3,350.0,1.5,"Reilly, 1974",491.0,,,,MgTi.39Mn.23
1750,Mg,CeMg2,3.1,101.0,216.0,0.1,"Verbetsky, 1989",1155.0,,,,CeMg2
1753,Mg,La0.044Mg0.335Al0.622,1.7,-23.5,350.0,14.5,"Nachman, 1982",700.0,,,,Mg.335Al.622La.044
1754,Mg,La0.044Mg0.345Al0.609,2.1,-25.8,350.0,13.5,"Nachman, 1982",700.0,,,,Mg.345Al.609La.044
1755,Mg,La0.046Mg0.364Al0.591,2.3,-45.2,350.0,12.0,"Nachman, 1982",700.0,,,,Mg.364Al.591La.046
1756,Mg,La0.05Y0.05Mg0.56Al0.34,3.1,-31.2,310.0,2.0,"Nachman, 1982",700.0,,,,Mg.56Al.34La.05Y.05
1757,Mg,La0.1Mg0.56Al0.34,2.1,-15.8,310.0,1.7,"Nachman, 1982",700.0,,,,Mg.56Al.34La.1
1759,Mg,Y0.05Mg0.56Al0.34Ni0.05,2.6,-41.2,310.0,1.5,"Nachman, 1982",700.0,,,,Mg.56Al.34Ni.05Y.05
1760,Mg,Y0.1Mg0.56Al0.34,3.3,-45.2,310.0,2.3,"Nachman, 1982",700.0,,,,Mg.56Al.34Y.1
1761,Mg,Mg1.75Ti0.25Cu0.25Ni0.75,2.0,-41.2,300.0,2.3,"Yuan, 1999",1229.0,,,,Mg1.75Ti.25Ni.75Cu.25
1762,Mg,Mg1.7Al0.3Ni1,2.7,76.2,312.0,4.5,"Biris, 1982",758.0,,,,Mg1.7NiAl.3 (M)
1763,Mg,Mg1.92Al0.08Ni1,3.5,70.5,295.0,4.0,"Hirata, 1983",427.0,,,,Mg1.92NiAl.08
1764,Mg,Mg1.9Al0.1Ni1,0.15,-15.8,250.0,1.0,"Tsushio, 1998",830.0,,,,Mg1.9Al.1Ni
1765,Mg,Mg1.9Al0.1Co0.2Ni0.8,0.15,-15.2,250.0,0.42,"Tsushio, 1998",830.0,,,,Mg1.9Al.1Ni.8Co.2
1766,Mg,Mg1.9Al0.1Cu0.2Ni0.8,0.45,-12.5,250.0,1.7,"Tsushio, 1998",830.0,,,,Mg1.9Al.1Ni.8Cu.2
1767,Mg,Mg1.9Mn0.2Al0.1Ni0.8,0.45,-45.2,250.0,0.95,"Tsushio, 1998",830.0,,,,Mg1.9Al.1Ni.8Mn.2
1768,Mg,Mg1.9Ni1B0.1,0.15,-12.5,250.0,0.9,"Tsushio, 1998",830.0,,,,Mg1.9B.1Ni
1769,Mg,Ca0.1Mg1.9Cu0.2Ni0.8,0.35,-35.2,250.0,1.4,"Tsushio, 1998",830.0,,,,Mg1.9Ca.1Ni.8Cu.2
1770,Mg,Mg1.9Si0.1Ni1,0.15,-48.2,250.0,1.0,"Tsushio, 1998",830.0,,,,Mg1.9Si.1Ni
1771,Mg,Mg1.9Ti0.1Ni1,2.9,62.5,300.0,2.5,"Liang, 1999",1226.0,Nanocrystalline,,,Mg1.9Ti.1Ni
1772,Mg,Mg1.9Ti0.1Mn0.1Ni0.9,3.1,-38.5,250.0,0.8,"Yuan, 2001",1489.0,,,,Mg1.9Ti0.1Ni0.9Mn0.1
1776,Mg,Ba1Mg10.5,5.1,-12.3,350.0,0.0,"Reilly, 1974",491.0,,,,Mg10.5Ba
1777,Mg,Ba1Mg10.8,4.9,-65.4,375.0,12.0,"Reilly, 1976",490.0,,,,Mg10.8Ba (M)
1787,Mg,CeMg11Co,4.3,-50.2,350.0,9.5,"Pezat, 1980",703.0,,,,Mg11CeCo
1791,Mg,CeMg11Ni,4.5,-86.5,700.0,275.0,"Pezat, 1980",703.0,,,,Mg11CeNi
1793,Mg,CeMg11Zn,4.2,-84.5,250.0,1.0,"Pezat, 1980",703.0,,,,Mg11CeZn
1794,Mg,CeMg12,3.8,65.0,341.0,9.0,"Boulet, 1983",704.0,,,,Mg12Ce
1796,Mg,CeMg12,6.0,-25.4,325.0,3.0,"Darriet, 1984",540.0,,,,Mg12Ce
1797,Mg,LaMg12,3.4,-50.2,400.0,0.8,"Pal, 1997",710.0,,,,Mg12La
1798,Mg,LnMg12,5.9,-45.2,325.0,3.0,"Darriet, 1980",433.0,"(Ln = Ce, La, Mm)",,,Mg12Ln
1800,Mg,NdMg12,5.4,-50.2,450.0,1.0,"Semenenko, 1985",1506.0,,,,Mg12Nd
1801,Mg,PrMg12,5.3,0.35,350.0,1.2,"Semenenko, 1985",1506.0,,,,Mg12Pr
1803,Mg,Mg14(TiAl4)3,3.8,73.0,337.0,4.2,"Lupu, 1982",757.0,,,,Mg14Al12Ti3 (M)
1805,Mg,Ca0.2La1.8Mg16Ni1,3.2,-12.5,450.0,101.3,"Khrussanova, 1987",707.0,,,,Mg16La1.8Ca.2Ni
1806,Mg,La2Mg16Ni,3.9,-56.3,350.0,0.0,"Khrussanova, 1982",702.0,,,,Mg16La2Ni
1807,Mg,Mg17(TiAl5)2,4.1,-17.8,304.0,2.0,"Lupu, 1982",757.0,,,,Mg17Al10Ti2 (M)
1808,Mg,Mg17TiAl11,4.7,-45.2,304.0,2.2,"Lupu, 1982",757.0,,,,Mg17Al11Ti (M)
1809,Mg,Mg17Al12,3.3,-35.2,350.0,1013.0,"Reilly, 1974",491.0,(Gamma phase),,,Mg17Al12
1811,Mg,Mg17(TiAl3)3,4.6,-75.0,337.0,4.2,"Lupu, 1982",757.0,,,,Mg17Al9Ti3 (M)
1812,Mg,Ba2Mg17,3.9,-167.0,352.0,7.0,"Reilly, 1974",491.0,,,,Mg17Ba2 (M)
1813,Mg,Ce2Mg17,5.1,-42.5,250.0,1.0,"Semenenko, 1984",1502.0,,,,Mg17Ce2
1816,Mg,La2Mg17,1.7,-43.2,265.0,1.0,"Slattery, 1995",433.0,,,,Mg17La2
1817,Mg,La2Mg17,1.7,-21.5,100.0,4.0,"Yajima, 1977",188.0,,,,Mg17La2
1819,Mg,La2Mg17,4.9,-64.5,290.0,0.8,"Semenenko, 1981",1498.0,,,Sloping plateau,Mg17La2
1834,Mg,Mg2.23Ni1,3.9,67.3,323.0,4.9,"Friedlmeier, 1997",714.0,,,,Mg2.23Ni (M)
1835,Mg,Mg2.42Ni1,3.9,63.1,301.0,3.2,"Post, 1984",718.0,,,,Mg2.42Ni (M)
1842,Mg,Mg2Al3,1.9,-46.2,350.0,14.0,"Nachman, 1982",700.0,,,,Mg2Al3
1843,Mg,Mg2Al3,2.3,-85.2,326.0,10.0,"Reilly, 1976",490.0,(Beta phase),,,Mg2Al3
1845,Mg,Mg2Al3,2.6,63.2,335.0,11.0,"Mintz, 1980",698.0,,,,Mg2Al3 (M)
1846,Mg,Li0.28Mg2Al1,3.8,-15.6,352.0,15.0,"Reilly, 1976",490.0,,,,Mg2AlLi.28
1851,Mg,CeMg2,3.6,-57.2,350.0,0.0,"Gingl, 1997",650.0,,,,Mg2Ce
1853,Mg,Mg2Co,4.5,76.0,450.0,16.0,"Reiser, 2000",1463.0,Mg2Co not stable without H,,,Mg2Co
1854,Mg,Mg2Co,4.2,108.0,418.0,5.7,"Yoshida, 1993",594.0,(Mg2Co phase not stable without H),,,Mg2Co (M)
1855,Mg,Mg2Cu,2.6,-16.2,250.0,1.0,"Verbetsky, 1984",1501.0,,,,Mg2Cu
1858,Mg,La0.05Mg0.59Al0.36,3.0,-15.8,310.0,1.9,"Nachman, 1982",700.0,,,,Mg.59Al.36La.05
1859,Mg,Li0.05Mg0.59Al0.36,1.8,-15.2,310.0,0.7,"Nachman, 1982",700.0,,,,Mg.59Al.36Li.05
1860,Mg,Mg0.59Al0.36Ni0.05,3.4,-20.3,310.0,1.8,"Nachman, 1982",700.0,,,,Mg.59Al.36Ni.05
1861,Mg,Mg0.59Al0.36Si0.05,0.6,-84.5,310.0,0.4,"Nachman, 1982",700.0,,,,Mg.59Al.36Si.05
1862,Mg,Mg0.59Al0.36Sn0.05,0.5,-45.2,310.0,0.5,"Nachman, 1982",700.0,,,,Mg.59Al.36Sn.05
1863,Mg,Y0.05Mg0.59Al0.36,2.0,-15.8,310.0,2.2,"Nachman, 1982",700.0,,,,Mg.59Al.36Y.05
1864,Mg,Mg0.62Al0.38,2.3,-12.5,310.0,1.4,"Nachman, 1982",700.0,,,,Mg.62Al.38
1865,Mg,Li0.2Mg0.675Si0.125,1.6,-15.2,310.0,0.4,"Nachman, 1982",700.0,,,,Mg.675Li.2Si.125
1866,Mg,Li0.11Mg0.67Cu0.06Ni0.11Sn0.06,1.7,-12.5,310.0,2.0,"Nachman, 1982",700.0,,,,Mg.67Li.11Ni.11Sn.06Cu.06
1867,Mg,Mg0.6Al0.4,1.0,-15.2,310.0,0.7,"Nachman, 1982",700.0,,,,Mg.6Al.4
1868,Mg,Li0.1Mg0.725Zn0.025Cu0.025Ni0.1Sn0.025,1.4,-180.0,310.0,1.8,"Nachman, 1982",700.0,,,,Mg.725Li.1Ni.1Sn.025Zn.025Cu.025
1869,Mg,Li0.1Mg0.725Cu0.025Ni0.1Sn0.05,1.5,-15.8,310.0,2.0,"Nachman, 1982",700.0,,,,Mg.725Li.1Ni.1Sn.05Cu.025
1870,Mg,Li0.28Mg0.72,5.5,-10.5,350.0,1.5,"Huot, 1998",843.0,,,,Mg.72Li.28
1871,Mg,Li0.1Mg0.75Cu0.05Ni0.05Sn0.05,1.3,-15.2,310.0,1.5,"Nachman, 1982",700.0,,,,Mg.75Li.1Ni.05Sn.05Cu.05
1872,Mg,Li0.1Mg0.75Cu0.05Ni0.1,1.9,-20.5,310.0,1.6,"Nachman, 1982",700.0,,,,Mg.75Li.1Ni.1Cu.05
1873,Mg,Li0.1Mg0.75Ni0.1Sn0.05,1.9,-25.4,310.0,1.8,"Nachman, 1982",700.0,,,,Mg.75Li.1Ni.1Sn.05
1874,Mg,Li0.1Mg0.75Zn0.05Ni0.1,1.0,-50.3,250.0,1.0,"Nachman, 1982",700.0,,,,Mg.75Li.1Ni.1Zn.05
1875,Mg,Mg0.75Zn0.1Ni0.05,3.0,-32.5,299.0,1.4,"Rohy, 1978",90.0,,,,Mg.75Zn.1Ni.05
1876,Mg,Li0.1Mg0.7Cu0.1Ni0.1,1.6,-20.5,310.0,1.0,"Nachman, 1982",700.0,,,,Mg.7Li.1Ni.1Cu.1
1877,Mg,Li0.1Mg0.7Zn0.05Ni0.1Sn0.05,1.5,-12.5,310.0,2.0,"Nachman, 1982",700.0,,,,Mg.7Li.1Ni.1Sn.05Zn.05
1878,Mg,Li0.1Mg0.7Ni0.1Sn0.1,2.3,-10.5,310.0,2.4,"Nachman, 1982",700.0,,,,Mg.7Li.1Ni.1Sn.1
1880,Mg,Li0.2Mg0.7Cu0.1,0.7,-12.5,310.0,0.5,"Nachman, 1982",700.0,,,,Mg.7Li.2Cu.1
1881,Mg,Li0.2Mg0.7Sn0.1,0.6,-10.2,310.0,0.5,"Nachman, 1982",700.0,,,,Mg.7Li.2Sn.1
1882,Mg,Li0.2Mg0.7Zn0.1,1.1,-25.4,310.0,0.6,"Nachman, 1982",700.0,,,,Mg.7Li.2Zn.1
1883,Mg,Mg0.8275Zn0.045Cu0.0775Ni0.05,3.8,-4.2,299.0,1.6,"Rohy, 1978",90.0,,,,Mg.8275Ni.05Cu.0775Zn.045
1885,Mg,Y0.005Mg0.845Cu0.1Ni0.05,2.9,-30.5,299.0,1.5,"Rohy, 1978",90.0,,,,Mg.845Ni.05Cu.1Y.005
1888,Mg,Mg0.85Cu0.1Ni0.05,3.1,-22.5,299.0,1.6,"Rohy, 1978",90.0,,,,Mg.85Cu.1Ni.05
1889,Mg,Mg0.85Cu0.1Ni0.05Sn0.02,2.3,-15.7,299.0,1.6,"Rohy, 1978",90.0,,,,Mg.85Cu.1Ni.05Sn.02
1890,Mg,Li0.05Mg0.85Cu0.1,0.5,-15.2,310.0,0.4,"Nachman, 1982",700.0,,,,Mg.85Li.05Cu.1
1891,Mg,Li0.05Mg0.85Ni0.1,1.4,-45.2,310.0,1.0,"Nachman, 1982",700.0,,,,Mg.85Li.05Ni.1
1892,Mg,Li0.05Mg0.85Sn0.1,0.8,-20.2,310.0,0.5,"Nachman, 1982",700.0,,,,Mg.85Li.05Sn.1
1893,Mg,Li0.05Mg0.85Zn0.1,0.6,-14.2,310.0,0.3,"Nachman, 1982",700.0,,,,Mg.85Li.05Zn.1
1894,Mg,Mg0.8Al0.1Cu0.1,1.5,-12.5,310.0,1.6,"Nachman, 1982",700.0,,,,Mg.8Al.1Cu.1
1895,Mg,La0.1Mg0.8Al0.1,4.2,-45.3,310.0,2.1,"Nachman, 1982",700.0,,,,Mg.8Al.1La.1
1896,Mg,Y0.1Mg0.8Al0.1,4.1,-12.5,310.0,1.6,"Nachman, 1982",700.0,,,,Mg.8Al.1Y.1
1897,Mg,Li0.05Mg0.8Cu0.05Ni0.1,1.1,-14.2,310.0,0.9,"Nachman, 1982",700.0,,,,Mg.8Li.05Ni.1Cu.05
1898,Mg,Li0.05Mg0.8Ni0.1Sn0.05,2.5,-21.5,310.0,2.0,"Nachman, 1982",700.0,,,,Mg.8Li.05Ni.1Sn.05
1899,Mg,Li0.05Mg0.8Zn0.05Ni0.1,1.6,-12.5,310.0,1.8,"Nachman, 1982",700.0,,,,Mg.8Li.05Ni.1Zn.05
1900,Mg,Li0.1Mg0.8Cu0.1,0.9,-15.2,310.0,0.6,"Nachman, 1982",700.0,,,,Mg.8Li.1Cu.1
1901,Mg,Li0.1Mg0.8Ni0.1,2.0,-35.2,310.0,1.2,"Nachman, 1982",700.0,,,,Mg.8Li.1Ni.1
1902,Mg,Li0.1Mg0.8Si0.1,1.3,-47.2,310.0,0.8,"Nachman, 1982",700.0,,,,Mg.8Li.1Si.1
1903,Mg,Li0.1Mg0.8Sn0.1,1.7,-15.2,310.0,0.8,"Nachman, 1982",700.0,,,,Mg.8Li.1Sn.1
1904,Mg,Li0.1Mg0.8Zn0.1,1.6,-4.5,310.0,0.6,"Nachman, 1982",700.0,,,,Mg.8Li.1Zn.1
1905,Mg,Mg0.9Sc0.1,6.2,79.5,375.0,8.0,"Ogawa, 1982",705.0,,,,Mg.9Sc.1
1907,Mg,Mg0.58Al0.42,2.5,-24.5,350.0,10.0,"Bouaricha, 2000",1482.0,,Ball milled,,Mg0.58Al0.42
1908,Mg,Mg0.5Al0.5,3.4,-38.2,280.0,3.0,"Zaluska, 2001",1434.0,,Nanocrystalline,,Mg0.5Al0.5
1913,Mg,La0.125Mg0.708Al0.167,4.2,67.0,300.0,4.5,"Semenenko, 1986",1507.0,,,Sloping plateau,Mg0.708La0.125Al0.167
1914,Mg,Nd0.05Mg0.7Ni0.25,3.4,69.0,300.0,3.0,"Tanaka, 1999",1479.0,,Melt spun,,Mg0.70Ni0.25Nd0.05
1916,Mg,Mg0.75Al0.25,3.5,-21.5,350.0,6.0,"Bouaricha, 2000",1482.0,,Ball milled,,Mg0.75Al0.25
1918,Mg,Ca0.166Ce0.037Mg0.797,4.6,-22.5,420.0,0.0,"Semenenko, 1984",1502.0,,,,Mg0.797Ca0.166Ce0.037
1919,Mg,La0.1Mg0.8Al0.1,4.8,76.0,302.0,5.5,"Semenenko, 1986",1507.0,,,Sloping plateau,Mg0.80La0.10Al0.10
1920,Mg,Nd0.05Mg0.8Ni0.15,4.9,76.0,300.0,1.6,"Tanaka, 1999",1479.0,,Melt spun,,Mg0.80Ni0.15Nd0.05
1921,Mg,La0.1Mg0.85Al0.05,6.2,77.0,300.0,4.5,"Semenenko, 1986",1507.0,,,Sloping plateau,Mg0.85La0.10Al0.05
1924,Mg,Mg0.87Ni0.13,5.7,-23.5,325.0,3.0,"Friedlmeier, 1999",1475.0,,Melt spun,,Mg0.87Ni0.13 (M)
1927,Mg,La0.075Mg0.9Al0.025,5.1,68.0,308.0,5.0,"Semenenko, 1986",1507.0,,,Sloping plateau,Mg0.90La0.075Al0.025
1928,Mg,Ca0.063Ce0.02Mg0.917,5.7,-15.2,350.0,750.0,"Semenenko, 1984",1502.0,,,,Mg0.917Ca0.063Ce0.020
1931,Mg,Ca0.031Ce0.019Mg0.95,5.5,-45.3,300.0,101.3,"Semenenko, 1984",1502.0,,,,Mg0.950Ca0.031Ce0.019
1932,Mg,Ca0.013Ce0.019Mg0.968,4.9,-71.5,400.0,1.0,"Semenenko, 1984",1502.0,,,,Mg0.968Ca0.013Ce0.019
1940,Mg,Mg1.5Ni1,2.6,29.1,300.0,3.7,"Kuji, 2002",1492.0,,Ball milled,,Mg1.5Ni
1942,Mg,Mg1.75Ni1,2.8,26.6,300.0,4.5,"Kuji, 2002",1492.0,,Ball milled,,Mg1.75Ni
1944,Mg,Mg2Cu,2.6,72.9,295.0,6.0,"Reilly, 1967",87.0,,,,Mg2Cu
1945,Mg,Mg2Al0.125Cu1,2.8,63.0,330.0,11.0,"Biris, 1982",716.0,,,,Mg2CuAl.125 (M)
1946,Mg,Mg2Al0.25Cu1,3.0,72.0,330.0,3.0,"Biris, 1982",716.0,,,,Mg2CuAl.25 (M)
1947,Mg,Mg2Al0.375Cu1,3.2,76.0,330.0,3.0,"Biris, 1982",716.0,,,,Mg2CuAl.375 (M)
1949,Mg,Mg2Fe,5.5,79.2,450.0,28.0,"Reiser, 1998",1159.0,(Mg2Fe phase not stable without H),,,Mg2Fe
1950,Mg,Mg2Fe,5.5,77.2,450.0,25.0,"Reiser, 2000",1463.0,Mg2Fe not stable without H,,,Mg2Fe
1953,Mg,Mg2Ni,3.1,-41.2,300.0,1.0,"Dehouche, 1998",854.0,Nanocrystalline,,,Mg2Ni
1954,Mg,Mg2Ni,3.1,31.3,300.0,3.7,"Kuji, 2002",1492.0,,Ball milled,,Mg2Ni
1955,Mg,Mg2Ni,3.2,61.0,250.0,1.1,"Yang, 2002",1493.0,,Ball milling + diffusion synthesis,,Mg2Ni
1956,Mg,Mg2Ni,3.3,67.0,300.0,2.2,"Liang, 1999",1226.0,Nanocrystalline,,,Mg2Ni
1957,Mg,Mg2Ni,3.3,65.9,300.0,3.2,"Sun, 1999",1228.0,Solid-state synthesized,,,Mg2Ni
1958,Mg,Mg2Ni,3.3,63.2,300.0,3.1,"Song, 1998",1224.0,,,,Mg2Ni
1959,Mg,Mg2Ni,3.5,64.4,180.0,0.07,"Guthrie, 1998",863.0,Vapor synthesized,,,Mg2Ni
1960,Mg,Mg2Ni,3.5,64.4,180.0,0.09,"Guthrie, 1998",863.0,Vapor synthesized,,,Mg2Ni
1961,Mg,Mg2Ni,3.5,68.6,180.0,0.05,"Guthrie, 1998",863.0,Melted,,,Mg2Ni
1962,Mg,Mg2Ni,0.88,-49.8,250.0,1.1,"Tsushio, 1998",830.0,,,,Mg2Ni
1963,Mg,Mg2Ni,3.6,64.5,299.0,3.2,"Reilly, 1968",88.0,,,,Mg2Ni
1964,Mg,Mg2Ni,3.6,64.6,300.0,2.5,"Lutz, 1977",420.0,(Dynamic PCT),,,Mg2Ni
1966,Mg,Mg2Ni,3.6,68.8,180.0,0.06,"Guthrie, 1998",863.0,Melted,,,Mg2Ni
1967,Mg,Mg2Ni,3.6,71.3,300.0,2.6,"Li, 2000",1236.0,Hydriding combustion synthesis,,,Mg2Ni
1968,Mg,Mg2Ni,3.7,62.2,450.0,57.0,"Reiser, 2000",1463.0,,,,Mg2Ni
1970,Mg,Mg2Ni,5.2,-10.5,350.0,1.0,"Chen, 2000",1234.0,,,,Mg2Ni
1972,Mg,Mg2Fe0.37Ni0.63,3.7,82.0,320.0,1.7,"Lupu, 1983",717.0,,,,Mg2Ni.63Fe.37 (M)
1973,Mg,Mg2Al0.25Ni0.75,3.5,90.0,327.0,2.0,"Biris, 1982",758.0,,,,Mg2Ni.75Al.25 (M)
1974,Mg,Mg2Co0.25Ni0.75,3.1,68.0,297.0,1.0,"Selvam, 1988",712.0,(Cal),,,Mg2Ni.75Co.25
1975,Mg,Mg2Co0.25Ni0.75,3.1,64.5,279.0,1.0,"Darnaudery, 1983",418.0,,,,Mg2Ni.75Co.25
1976,Mg,Mg2Co25Ni0.75,3.4,-28.5,300.0,1.0,"Yang, 2000",1233.0,,,,Mg2Ni.75Co25
1977,Mg,Mg2Cr0.25Ni0.75,3.0,59.9,248.0,1.0,"Darnaudery, 1983",418.0,,,,Mg2Ni.75Cr.25
1978,Mg,Mg2Cu0.25Ni0.75,7.5,53.2,227.0,1.0,"Darnaudery, 1983",418.0,,,,Mg2Ni.75Cu.25
1979,Mg,Mg2Fe0.25Ni0.75,2.8,63.2,253.0,1.0,"Darnaudery, 1983",418.0,,,,Mg2Ni.75Fe.25
1980,Mg,Mg2Fe0.25Ni0.75,2.9,66.0,285.0,1.0,"Selvam, 1988",712.0,,,,Mg2Ni.75Fe.25
1981,Mg,Mg2Fe0.25Ni0.75,3.3,65.2,300.0,1.9,"Yuan, 1997",828.0,,,,Mg2Ni.75Fe.25 (M)
1982,Mg,Mg2Fe0.25Ni0.75,3.6,86.0,312.0,2.0,"Lupu, 1983",717.0,,,,Mg2Ni.75Fe.25 (M)
1983,Mg,Mg2V0.25Ni0.75,2.9,62.4,250.0,1.0,"Darnaudery, 1983",418.0,,,,Mg2Ni.75V.25
1984,Mg,Mg2Zn0.25Ni0.75,3.1,66.0,283.0,1.0,"Selvam, 1988",712.0,,,,Mg2Ni.75Zn.25
1985,Mg,Mg2Zn0.25Ni0.75,3.3,61.5,246.0,1.0,"Darnaudery, 1983",418.0,,,,Mg2Ni.75Zn.25
1986,Mg,Mg2Al0.15Ni0.85,3.4,84.0,327.0,3.0,"Biris, 1982",758.0,,,,Mg2Ni.85Al.15 (M)
1988,Mg,Mg2Co0.25Ni0.75,3.2,61.0,250.0,0.5,"Yang, 2002",1493.0,,Ball milling + diffusion synthesis,Sloping plateau,Mg2Ni0.75Co0.25
1989,Mg,Mg2Cr0.25Ni0.75,3.2,61.0,250.0,0.9,"Yang, 2002",1493.0,,Ball milling + diffusion synthesis,,Mg2Ni0.75Cr0.25
1990,Mg,Mg2Cu0.25Ni0.75,3.2,59.0,250.0,1.2,"Yang, 2002",1493.0,,Ball milling + diffusion synthesis,,Mg2Ni0.75Cu0.25
1991,Mg,Mg2Fe0.25Ni0.75,3.2,60.0,250.0,1.0,"Yang, 2002",1493.0,,Ball milling + diffusion synthesis,,Mg2Ni0.75Fe0.25
1992,Mg,Mg2Mn0.25Ni0.75,3.2,58.0,250.0,1.0,"Yang, 2002",1493.0,,Ball milling + diffusion synthesis,,Mg2Ni0.75Mn0.25
1993,Mg,Mg2Ti0.25Ni0.75,3.2,56.0,250.0,1.2,"Yang, 2002",1493.0,,Ball milling + diffusion synthesis,,Mg2Ni0.75Ti0.25
1994,Mg,Mg2Ti0.25Ni0.75,3.2,59.0,250.0,1.3,"Yang, 2002",1493.0,,Ball milling + diffusion synthesis,,Mg2Ni0.75Ti0.25
1995,Mg,Mg2Zr0.3Ni0.7,3.5,59.8,340.0,10.0,"Zhang, 1998",1465.0,,,,Mg2Ni0.7Zr0.3
2005,Mg,SmMg2,1.5,-14.5,350.0,1.2,"Shaltiel, 1978",66.0,,,,Mg2Sm
2011,Mg,LaMg3,3.9,-42.1,290.0,1.4,"Semenenko, 1981",1498.0,,,,Mg3La
2012,Mg,SmMg3,0.9,-65.4,350.0,1.0,"Yamanaka, 1975",73.0,,,,Mg3Sm
2015,Mg,Mg4Al5,2.2,0.52,301.0,12.0,"Reilly, 1974",491.0,(Epsilon phase),,,Mg4Al5
2017,Mg,LaMg4,4.3,-234.5,315.0,2.5,"Semenenko, 1981",1498.0,,,Sloping plateau,Mg4La
2029,MIC,Ce2Ni7,0.6,-55.2,50.0,0.2,"van Essen, 1980",355.0,,,,Ce2Ni7
2034,MIC,Ce3Ni,1.7,-44.5,420.0,1.0,"van Mal, 1976",360.0,,,,Ce3Ni
2035,MIC,Ce3Ni,1.9,-15.8,30.0,0.001,"Au, 1994",599.0,,,,Ce3Ni
2037,MIC,Ce5(FeB3)2,0.9,-180.5,250.0,1.0,"Yartys, 1997",837.0,,,,Ce5Fe2B6
2039,MIC,Ce6Si3Ni2,1.0,-32.5,250.0,120.0,"Lushnikov, 1999",1309.0,,,,Ce6Ni2Si3
2040,MIC,Ce6Si3Ni2,1.0,-14.5,470.0,1.0,"Morozkin, 2000",1320.0,,,,Ce6Ni2Si3
2041,MIC,Ce6Si3Ni2,10.0,-122.5,450.0,1013.0,"Morozkin, 1999",1336.0,,,,Ce6Ni2Si3
2044,MIC,CeCo3,1.3,-16.2,50.0,0.2,"van Essen, 1980",355.0,,,,CeCo3
2045,MIC,CeCo3,1.6,38.1,50.0,0.2,"Burnasheva, 1977",543.0,,,,CeCo3
2047,MIC,CeCo3,1.0,38.1,79.0,0.3,"Tauber, 1976",529.0,,,,CeCo3 (M)
2050,MIC,CeMg12,6.0,-45.2,325.0,3.0,"Darriet, 1984",540.0,,,,CeMg12
2051,MIC,CeMg9,4.0,-45.2,349.0,5.0,"Reilly, 1974",491.0,,,,CeMg9
2052,MIC,Ce1Mn0.8Ni2.2,1.7,-27.5,450.0,1.2,"Verbetsky, 1996",636.0,,,,CeNi2.2Mn.8
2054,MIC,CeNi3,0.9,-15.2,50.0,0.09,"van Essen, 1980",355.0,,,,CeNi3
2056,MIC,CeNi3,1.8,-49.2,150.0,5.0,"Verbetsky, 1996",636.0,,,,CeNi3
2058,MIC,CeAlPt,0.3,24.0,22.0,1.2,"Bobet, 2002",1348.0,,,,CePtAl
2059,MIC,Dy2Co7,1.1,35.8,50.0,2.0,"Goudy, 1976",186.0,,,,Dy2Co7 (M)
2060,MIC,Dy2Co7,1.1,34.2,50.0,2.0,"Ming, 1999",1300.0,,,,Dy2Co7 (M)
2063,MIC,DyCo3,1.3,42.0,100.0,3.0,"Wallace, 1980",439.0,,,,DyCo3
2065,MIC,DyCo3,1.4,42.7,50.0,0.3,"Burnasheva, 1977",543.0,,,,DyCo3
2067,MIC,DyFe3,1.0,47.1,150.0,0.4,"Goudy, 1976",186.0,,,,DyFe3
2070,MIC,Er2Co7,1.3,29.6,50.0,8.0,"Goudy, 1976",186.0,,,,Er2Co7 (M)
2072,MIC,Er2Fe17,0.3,-65.4,300.0,1.0,"Fruchart, 1995",618.0,,,,Er2Fe17
2073,MIC,Er3Al2,0.3,-25.8,350.0,1.0,"Semenenko, 1985",1151.0,,,,Er3Al2
2076,MIC,Er6Fe23,0.8,19.0,0.0,2.0,"Smith, 1983",612.0,,,,Er6Fe23
2077,MIC,Er6Fe23,0.6,-55.2,0.0,0.01,"Boltich, 1981",544.0,,,,Er6Fe23 (M)
2078,MIC,Er6Mn23,0.5,32.3,25.0,101.3,"Smith, 1987",692.0,,,,Er6Mn23 (M)
2079,MIC,ErCo3,1.2,38.0,100.0,10.0,"Wallace, 1980",439.0,,,,ErCo3
2081,MIC,ErCo3,1.2,-77.2,120.0,1.0,"Shilov, 1981",530.0,,,,ErCo3
2082,MIC,ErCo3,1.3,39.8,50.0,0.2,"Burnasheva, 1977",543.0,,,,ErCo3
2084,MIC,ErFe3,0.8,42.9,150.0,1.15,"Goudy, 1976",186.0,,,,ErFe3
2085,MIC,ErNi3,1.0,-15.3,25.0,1.3,"Goudy, 1976",186.0,,,,ErNi3
2086,MIC,ErNi3,1.5,23.8,-40.0,1.2,"Verbetsky, 1996",636.0,,,,ErNi3
